13	401	1	882141841
234	188	2	892079288
798	585	3	875743912
279	288	3	875249102
655	655	3	888474285
663	455	2	889492679
130	739	5	876252420
276	80	3	874792237
95	139	4	880572250
233	286	3	876690514
180	433	5	877127273
650	612	4	891369656
655	315	4	887424720
639	510	3	891239862
795	1095	3	883767108
286	689	5	884583549
553	378	3	879948655
301	265	4	882075672
249	658	4	879572944
450	710	3	882468931
897	736	3	879991186
437	1142	4	880141696
533	525	3	879191770
174	49	4	886513788
425	231	3	878738435
721	324	3	877137447
416	159	1	886317412
21	299	1	874950931
889	187	4	880177857
436	99	3	887770344
922	200	3	891449878
116	203	5	876453915
536	151	3	882318442
450	294	4	882370316
387	217	3	886481687
398	476	3	875652760
152	162	5	882474898
499	12	5	885599040
83	281	5	880307072
943	943	5	888639614
524	32	4	884634679
537	928	1	886030442
896	27	1	887235026
178	720	3	882827645
385	526	3	879445098
293	235	3	888905146
200	89	5	884128788
782	50	3	891499243
363	79	2	891494835
417	614	3	879648156
746	196	4	885075612
606	68	5	880927127
16	692	4	877719158
537	53	2	886032029
373	427	4	877099317
94	121	2	891721815
336	619	3	877759833
222	368	1	881061326
748	83	3	879455019
269	285	5	891446165
716	28	5	879794815
495	161	4	888634746
913	4	4	874786460
503	205	4	880472344
387	715	5	886484157
110	69	4	886987860
624	270	3	891961120
109	288	5	880562908
617	573	4	883789590
303	665	4	879485475
60	136	4	883326057
704	639	2	891397667
18	699	5	880130802
908	151	3	879722875
104	126	4	888465513
301	521	3	882076987
642	202	3	885842351
361	28	3	879441417
629	86	5	880117163
600	241	5	888451582
532	2	5	893119336
268	269	4	876513523
299	294	2	877618584
328	646	3	885046174
346	88	4	874949380
18	64	5	880132501
627	230	4	879531397
537	697	2	886031966
615	238	3	879449044
11	746	4	891905032
271	423	4	885848802
805	82	3	881694854
625	172	4	891263057
715	118	2	875962395
508	96	2	883768886
405	101	1	885549192
200	930	3	876042790
474	255	4	887915600
650	290	2	891387979
527	200	3	879455999
406	629	3	880131977
825	106	4	880756504
293	88	3	888907266
569	268	3	880559356
373	679	2	877107355
541	699	4	883864985
883	98	3	891695666
493	95	5	884131287
666	516	5	880139348
325	174	2	891478006
314	22	4	877889724
250	813	5	878089581
72	5	4	880037418
487	412	1	883445220
588	68	5	890026705
393	778	3	887746301
860	321	3	880829225
315	276	4	879799526
406	705	4	879445935
733	619	3	879536488
588	220	5	890025023
119	11	5	874781198
429	58	4	882385090
738	732	3	875350316
11	749	5	891901797
10	479	5	877891966
536	489	4	882360451
716	143	5	879796171
230	228	2	880485216
109	89	4	880573263
624	269	4	891961120
13	842	2	882399156
447	11	4	878856208
642	739	5	886568838
682	728	3	888522021
293	317	4	888906193
326	530	5	879875778
506	430	4	874873703
457	569	3	882549356
766	134	5	891308968
85	610	3	879454582
6	340	2	883268278
886	176	4	876032143
416	840	4	886315536
308	49	3	887740833
342	204	4	874984261
286	640	5	877531830
707	216	3	886286092
189	663	3	893265773
90	382	5	891383835
216	531	4	880233810
916	284	2	880843666
286	737	4	877532419
697	455	4	882622170
200	1228	4	884130721
347	508	3	881652629
807	491	5	892528062
311	193	5	884365075
532	506	5	889235367
280	1221	5	891701944
919	144	4	875373889
927	158	2	879198608
886	410	4	876031459
186	540	4	879024014
378	207	4	880055002
426	510	4	879441978
314	106	2	877886584
28	145	3	881961904
269	747	4	891449646
721	471	5	877138200
650	205	4	891370971
42	161	4	881108229
303	697	3	879484948
311	570	4	884365890
158	283	5	880132421
622	625	3	882671120
804	451	2	879446063
932	274	5	891250704
343	357	5	876408139
450	367	3	882376282
344	678	2	884813365
401	1016	3	891032607
854	235	2	882813179
868	100	5	877103935
881	434	2	876538889
22	175	4	878886682
251	405	3	886272547
346	226	3	886273914
291	98	5	874834701
21	259	2	874951005
94	53	4	891721378
495	181	5	888632180
450	630	3	882376188
595	928	3	886921820
938	742	3	891356702
58	741	2	892242159
851	12	4	875731370
622	127	5	882590534
881	357	5	876537457
11	597	2	891904037
234	521	3	892079077
201	1267	3	884141053
450	1163	3	882396928
125	1170	1	892838591
94	206	4	891722843
711	134	5	876278804
256	974	3	882164059
75	137	4	884050102
293	265	3	888906193
346	1090	2	875265071
686	430	4	879546786
450	77	4	887139143
897	185	5	879991137
457	45	5	882397133
430	152	4	877226569
409	48	2	881108455
883	172	4	891696824
911	431	4	892842368
180	83	5	877128388
497	250	3	879310581
757	205	4	888467498
682	423	5	888519206
514	15	4	875309350
486	288	4	879874153
705	755	5	883427691
456	325	3	881372687
798	740	2	875296148
592	683	1	882607745
90	494	5	891383241
48	479	4	879434723
255	833	4	883216902
506	274	4	874862229
92	628	4	875639823
217	568	4	889069782
23	315	3	884550320
451	259	4	879012721
472	568	5	892790676
215	552	3	891436730
109	665	5	880582384
524	931	3	884627932
548	950	4	891415643
381	512	4	892696045
339	530	5	891032413
693	127	4	875482056
805	451	5	881696759
276	71	4	874792870
553	611	5	879948386
545	132	4	884134519
747	313	5	888638265
542	22	3	886532314
886	449	3	876033784
417	270	2	879646036
201	201	4	884112537
660	1074	1	891201399
295	53	1	879519528
233	633	5	877663185
198	143	3	884208951
65	202	4	879217852
843	96	3	879444711
889	22	3	880178158
11	561	2	891905936
236	520	4	890116095
894	20	5	881625708
82	519	4	878770028
535	275	4	879619177
235	523	5	889655044
660	800	2	891201675
325	521	4	891478160
347	959	5	881654545
825	147	5	880756643
693	162	3	875482912
178	300	5	882823301
442	90	3	883388609
320	184	5	884749360
409	289	1	881105077
13	357	3	881515411
622	153	4	882592314
263	892	3	891297766
496	633	3	876065822
569	7	4	879793909
256	984	3	882150192
268	80	3	875743909
561	45	3	885808716
144	221	3	888104087
363	402	2	891498365
712	243	4	874956228
634	284	4	875729668
274	1163	2	878946162
119	301	4	886176779
567	187	5	882425673
267	54	3	878973922
222	658	3	881059678
407	257	4	884202243
921	181	5	879379562
535	429	3	879618569
18	198	3	880130613
314	378	5	877888168
83	845	3	880306648
650	479	5	891372339
174	197	5	886434547
476	70	3	883364680
159	299	3	893256013
552	1047	3	879222521
234	190	3	892079190
250	270	4	883263374
44	328	4	878340848
373	451	5	877107430
934	94	4	891196117
719	659	4	879373935
101	846	3	877135914
121	165	4	891388210
243	116	4	879987526
398	237	3	875653168
548	591	3	891415465
919	382	5	875373214
846	562	5	883950463
174	762	5	886434136
116	596	5	876452854
653	984	4	884408848
698	1149	3	886367013
831	181	5	891354866
262	485	4	879793363
354	133	3	891217547
831	479	4	891354726
82	81	3	878770059
95	451	3	880572249
274	591	4	878945466
682	977	3	888521090
756	409	2	874830998
883	1074	4	891694340
551	470	5	892783711
416	708	4	889907392
934	1018	4	891192849
104	273	3	888465972
934	792	3	891193132
416	66	5	893213019
18	423	5	880132437
338	511	4	879438473
450	480	4	882372178
5	257	5	875635239
514	1014	2	885180645
514	631	4	875463386
756	1060	4	874831383
890	340	4	882402181
601	12	3	876348947
704	657	4	891397667
815	250	1	878691779
275	162	3	880315276
749	195	5	878848639
838	276	4	887064825
253	699	4	891628630
254	141	3	886472836
488	245	3	891292897
435	649	3	884133330
406	971	3	879793328
514	118	2	875463416
401	199	3	891032896
554	318	5	876369730
788	271	3	880867855
343	712	4	876406391
201	443	3	884112580
354	1194	4	891217429
363	792	4	891495918
748	498	4	879454831
463	993	2	877387935
243	699	4	879988397
661	568	4	888301266
450	1197	3	882395662
527	144	4	879456186
489	988	3	891446982
338	478	3	879438505
630	111	5	885666956
600	176	5	888451665
363	372	4	891496077
533	28	4	879192315
60	616	3	883327087
313	892	4	891013059
90	639	5	891385039
450	340	4	882216178
707	483	5	886286004
658	628	3	875145841
496	268	4	876063784
551	15	5	892782936
363	29	1	891498365
934	650	4	891195503
790	72	2	885157661
843	435	2	879446477
296	652	4	884197068
299	749	1	877618647
262	288	3	879961374
543	239	2	877550660
770	123	3	875972100
943	23	4	888638897
224	655	4	888103646
919	222	3	875288983
144	193	4	888105287
773	268	4	888538249
479	97	3	879461651
391	125	3	877399894
514	89	4	875318331
406	1118	3	880132091
798	151	3	875554819
495	240	4	888636773
314	628	5	877886606
913	200	5	880825443
94	24	4	885873423
381	652	5	892696252
592	344	4	888553156
579	210	3	880951944
25	127	3	885853030
535	495	3	879618849
233	117	3	880190627
756	1119	4	874828349
7	402	5	891352904
18	381	4	880131474
429	298	5	882386145
381	705	5	892696209
870	658	4	875679992
495	55	2	888634389
417	358	2	879649763
263	174	5	891299697
380	114	3	885478539
44	318	5	878347340
682	625	3	888523155
102	809	3	888802768
379	530	5	880525502
92	66	3	875812279
727	265	4	883710326
307	746	4	875681078
627	732	3	879530568
316	286	5	880853038
883	313	3	891692285
454	114	3	881960330
907	685	5	880158960
130	427	5	875217033
293	180	5	888906428
896	483	3	887158333
543	192	4	874863878
903	467	3	891033606
207	98	4	875509887
303	237	5	879468307
360	405	3	880354347
405	518	1	885546287
64	196	4	889737992
889	58	3	880178130
85	501	3	880838306
532	427	5	892519934
311	654	3	884365075
243	724	3	879988459
615	683	1	879447642
295	588	4	879517682
561	673	3	885809313
705	143	3	883427663
233	647	5	877661364
514	19	4	875463128
308	186	4	887738152
805	420	4	881695560
15	225	3	879456447
268	252	3	875743182
715	1047	3	875962500
693	9	3	875481856
168	300	5	884287011
293	62	1	888907624
313	655	4	891014474
682	127	5	888517011
918	86	4	891986798
835	185	4	891033957
331	653	3	877196173
268	561	3	876513897
214	117	4	891543241
234	1149	3	892318060
16	591	4	877726944
125	70	3	892838287
25	86	4	885852248
334	896	5	891544049
399	79	3	882512214
608	499	4	880403484
790	570	2	885158057
11	603	4	891905783
881	185	5	876537418
407	131	3	875552400
717	476	4	884642868
378	50	4	880045145
643	550	3	891450273
435	577	3	884133973
379	239	4	880961874
683	248	4	893286603
144	709	4	888105940
409	23	4	881109175
58	462	4	884304865
833	523	3	875133840
486	221	4	879875040
882	756	3	879863457
94	425	5	885870665
463	25	3	877385664
766	1126	4	891309767
290	825	3	880732508
110	586	3	886988536
346	365	1	874951029
374	24	3	880393553
308	171	4	887738346
236	100	3	890116402
545	373	3	879899523
110	794	3	886988909
197	373	1	891410124
579	1110	1	880952516
195	831	2	884504132
592	657	4	882956011
343	274	3	876403443
456	708	4	881373756
716	193	5	879796596
537	310	3	886028647
7	382	4	891352093
786	496	5	882843312
804	1188	2	879446245
627	58	5	879529958
451	988	1	879012773
102	98	4	888802939
56	174	5	892737191
299	959	2	889503159
130	227	3	875801868
806	302	4	882384513
276	1090	1	874795795
301	239	2	882076682
6	298	3	883599558
921	240	1	879379621
889	473	4	880177503
747	498	5	888639318
188	56	4	875071658
10	498	5	877889333
407	222	4	884197027
314	66	5	877887763
560	813	4	879976478
344	647	4	884814401
883	342	4	891692116
6	136	5	883600842
758	20	4	881976574
456	129	3	881372604
405	357	5	885544974
868	419	3	877103449
158	107	3	880132960
495	504	4	888632546
102	47	2	888803636
751	332	3	887134842
468	286	4	875279126
707	956	5	886287107
435	961	1	884133635
892	70	4	886608802
618	713	4	891307224
923	245	3	880387199
7	202	3	891352947
354	515	3	891216526
308	238	5	887736843
83	94	4	880308831
217	210	4	889069709
592	405	4	882608531
474	42	4	887923923
587	243	3	892871401
194	215	3	879524291
26	237	3	891351590
727	233	4	883713473
498	12	4	881957195
56	451	3	892676970
200	447	4	884130014
230	8	5	880484501
804	379	3	879445465
318	423	5	884495561
831	1063	4	891354668
504	723	4	887910896
595	472	3	886921847
474	180	5	887924028
843	380	3	879448262
450	455	4	882376188
592	1129	5	882608021
342	111	3	875318267
479	566	3	879461800
778	623	1	890804625
363	56	5	891495301
606	477	4	878143247
630	22	3	885668328
690	739	3	881180564
345	100	5	884902317
95	140	3	879199014
618	588	4	891307224
383	641	4	891192778
222	796	4	878183684
42	1049	3	881105882
897	378	5	879991137
6	462	5	883600914
527	116	4	879456611
782	321	2	891498381
5	42	5	875636360
315	271	3	879799546
669	190	3	892550170
537	47	4	886030768
276	941	3	877934065
49	42	4	888068791
426	197	4	879444816
275	98	4	875155140
198	135	5	884208061
262	496	4	879792402
639	48	4	891239295
95	127	4	879195062
269	171	5	891447169
313	97	4	891016193
568	603	5	877907157
316	549	5	880854049
472	150	3	875978686
11	526	3	891904859
101	370	2	877136711
567	919	4	882426105
130	31	4	875801801
795	89	4	880569085
600	802	2	888453082
409	116	4	881107117
653	197	3	878854332
823	141	4	878438484
472	29	5	875982867
312	124	3	891698726
198	410	1	884205385
660	98	4	891199348
379	294	3	880524363
405	56	4	885544911
70	596	3	884148728
454	161	4	888267198
807	421	3	892529805
405	941	1	885546577
536	179	2	882359625
118	56	5	875385198
296	508	5	884196584
551	385	5	892783791
537	241	3	886031540
235	1119	3	889655550
936	14	4	886832373
213	133	3	878955973
354	709	5	891217928
442	318	4	883391046
276	433	4	874791960
339	657	4	891032221
537	48	4	886030805
932	131	4	891250525
59	472	3	888203482
70	227	3	884067476
707	705	4	886285851
144	528	4	888105846
456	922	4	881371595
634	676	4	875729633
479	509	4	879461756
13	683	1	886952521
889	1267	3	880182629
923	117	4	880387598
2	312	3	888550631
506	77	3	874874850
178	161	5	882827645
60	366	4	883327368
741	496	5	891456718
43	161	4	883955467
151	499	5	879524585
416	319	5	893213444
22	683	1	878886307
795	97	2	881529761
18	529	5	880130515
295	493	5	879516961
936	287	4	886832419
181	319	3	878961173
360	1	3	880354315
452	435	3	885476560
447	474	3	878856022
363	238	4	891497583
621	735	4	880739654
387	676	1	886480733
697	331	3	882621431
786	132	5	882842946
373	317	4	877100061
877	55	4	882678512
417	95	5	879646965
881	238	1	876537679
882	194	3	879879668
586	82	2	884062010
913	156	3	880824512
263	271	1	891297276
49	47	5	888068715
92	289	3	875641367
927	227	2	879196283
60	207	3	883327342
406	196	2	879446588
705	820	3	883427817
360	663	4	880355888
363	346	4	891493746
152	191	5	880149963
537	972	3	886032123
773	210	2	888539398
707	199	2	886285824
554	227	3	876369198
776	525	2	891629157
22	176	5	878887765
385	218	2	879447361
198	24	2	884205385
14	56	5	879119579
42	125	4	881105462
505	568	4	889333466
707	93	5	880059995
405	1070	1	885547123
336	780	3	877756934
11	83	5	891904335
738	121	4	875353780
624	307	3	891961056
671	195	5	884035774
290	222	4	880731778
577	1042	4	880475286
144	651	4	888105197
178	520	5	882826210
927	71	5	879190473
897	25	2	879993346
630	117	5	885666804
235	237	4	889655435
222	385	4	878183924
398	205	5	875660535
645	427	5	892053483
719	254	1	879360298
758	269	4	880672230
346	144	4	886273914
458	302	5	886394314
458	644	4	886397275
442	401	2	883388960
280	225	4	891701974
305	7	4	886323937
13	89	4	882139717
313	651	3	891014552
295	217	4	879517705
524	432	1	884636151
16	87	4	877720916
621	584	5	874965094
506	363	3	874862646
825	195	5	881101543
72	591	5	880035708
58	56	5	884305369
472	132	5	875979853
592	877	2	882607647
486	321	3	879874153
437	739	3	880143243
456	226	2	881375482
313	661	4	891015082
600	651	4	888451492
189	89	5	893265624
551	1079	1	892785431
416	354	4	893214333
435	291	4	884133446
724	344	1	883757468
305	655	4	886323937
682	672	2	888522894
334	143	2	891548647
363	93	4	891495339
664	528	5	876523833
930	237	3	879534587
435	420	4	884132561
875	131	4	876465229
592	744	3	882608500
267	204	4	878971629
708	1061	3	892719143
177	748	3	880130534
13	880	3	882140966
776	510	5	891628708
653	492	4	880149999
894	1142	4	882404137
70	189	4	884150202
663	121	4	889493182
200	50	5	884128400
435	603	3	884131118
336	722	3	877757134
886	53	1	876032422
587	892	3	892871462
16	418	5	877724727
213	502	5	878956263
660	444	2	891201948
345	639	4	884993139
456	33	4	881374086
495	145	4	888637147
326	720	2	879876975
323	172	5	878739988
643	928	4	891445660
292	58	5	881105442
303	460	4	879543600
28	588	3	881957425
87	158	3	879877173
286	169	3	877533101
488	514	2	891294063
327	772	3	887822646
648	195	5	884368313
447	50	5	878854552
256	11	5	882164406
380	238	3	885479057
144	48	5	888105197
757	732	3	888467829
195	242	4	879141989
249	317	5	879572106
716	729	2	879795375
89	269	5	879461219
6	294	2	883599938
823	1217	1	878438435
916	583	4	880845690
551	282	5	892777092
650	173	5	891369520
407	408	4	875552445
117	678	4	880124435
160	1012	5	876769689
276	300	4	874786338
200	204	5	884128822
727	566	3	883711449
151	93	5	879525002
838	919	5	887064316
276	161	3	874792483
666	604	3	880139669
484	315	3	883973609
804	265	4	879445037
43	111	4	883955745
896	662	3	887160529
151	302	3	879523860
7	502	5	891352261
73	650	3	888626152
887	470	3	881380773
234	195	2	892078936
655	345	3	887473803
880	272	5	892958036
747	315	4	888638774
73	213	4	888625753
324	288	5	880575002
883	273	4	892557850
933	1110	3	874938728
370	114	3	879434587
59	86	3	888205145
505	172	3	889334129
890	480	5	882403477
402	245	1	876266860
158	431	5	880134477
234	1126	4	892079722
455	40	3	879111662
327	849	2	887822530
244	509	5	880606017
650	608	4	891369520
500	62	3	883876690
916	535	3	880843949
453	1017	3	887942122
661	566	4	876015688
246	1411	2	884924026
10	245	4	877886281
64	181	4	889737420
447	100	5	878854552
798	1	4	875295695
846	575	2	883950569
764	673	4	876246504
870	1008	3	879377028
363	537	1	891495402
339	179	5	891032793
416	4	4	876699903
532	523	5	888637085
429	746	3	882386096
213	597	5	878871062
321	531	4	879440294
894	1194	5	879897235
495	478	4	888632443
268	715	1	875310603
934	393	2	891193013
786	197	3	882843431
181	826	1	878963304
495	265	5	888633316
216	364	2	881721863
174	162	5	886514108
262	179	4	879962570
7	175	5	892133057
354	135	3	891218230
250	195	2	878091736
881	53	2	876539448
711	88	5	886030557
144	880	5	888103509
308	559	4	887740367
207	294	3	875504669
308	64	4	887737383
311	213	4	884365075
94	455	3	891721777
796	249	1	892661011
823	173	5	878438148
749	95	3	878848333
497	771	4	879362638
846	721	4	883948719
216	357	4	880233635
193	1132	3	889127660
503	221	5	879438377
293	298	4	888904795
655	167	4	888474713
846	216	4	883948571
102	144	3	888801360
49	294	1	888065702
862	866	4	879303697
719	281	3	888897264
486	3	2	879875347
234	91	5	892335920
290	54	3	880475218
416	849	3	886318676
561	124	3	885807842
399	393	4	882343455
64	172	4	889739091
92	154	4	875657681
48	194	4	879434819
301	425	4	882077033
346	333	4	886273342
790	431	3	885157159
145	56	5	875271896
378	956	3	880332034
883	496	2	891755066
92	92	4	875654846
758	88	4	881979942
770	325	4	875971703
872	328	4	888478822
671	241	5	884035686
495	418	4	888633440
734	198	1	891022734
250	480	5	878090414
311	315	5	884364108
128	15	4	879968827
830	625	3	891561541
276	235	4	874786734
747	615	5	888640348
883	270	4	891691436
378	216	4	880055268
455	462	3	879110436
705	71	5	883427640
321	213	4	879440109
406	528	4	879446361
82	3	2	878768765
500	133	3	883875681
724	879	1	883757259
913	483	3	880757975
627	358	3	879529556
145	678	2	879161675
128	191	4	879967080
933	679	1	874939078
293	164	4	888906598
630	496	3	885667854
293	79	3	888906045
764	245	4	876244181
890	489	4	882402826
880	376	3	880175239
666	963	3	880139090
833	640	3	875123986
899	194	5	884121125
474	471	3	887915307
892	483	5	886607642
637	333	3	882900888
416	249	3	876697558
316	275	5	880853810
295	168	5	879517467
919	272	5	885059452
378	12	5	880046132
487	282	4	883442105
239	288	2	889178513
894	509	4	882404278
181	325	2	878961814
429	941	3	882387506
59	582	4	888205300
548	657	5	891044411
747	304	4	888638370
655	393	2	887428334
63	325	2	875747047
655	7	3	887425969
709	53	3	879848272
336	237	5	877759598
896	79	5	887158384
118	413	4	875385306
659	97	5	891384798
207	154	2	878088217
64	77	3	889737420
7	156	5	891351653
532	508	4	888636373
38	216	5	892430486
938	343	4	891356062
198	684	3	884208778
934	403	4	891195537
392	127	5	891038110
472	633	4	875981428
435	11	5	884131542
117	7	3	880125780
495	452	2	888637070
664	210	4	878090054
399	265	3	882342776
833	187	5	875124348
821	405	4	874793022
524	134	5	884634848
773	840	1	888540218
262	69	4	879793479
342	282	1	875318366
629	196	4	880117062
892	62	4	886610011
141	106	5	884585195
655	13	3	887426237
927	210	5	879194937
450	318	5	882373531
298	210	5	884182891
851	343	2	883148773
527	22	5	879456132
222	29	3	878184571
487	1035	4	884044329
848	805	5	887048111
423	977	1	891395787
239	612	5	889178616
514	367	5	875318164
648	586	3	884883149
11	58	3	891904596
892	12	5	886608022
311	483	4	884364437
782	316	4	891498436
871	27	2	888193275
542	50	4	886532209
130	2	4	876252327
782	330	4	891498213
624	235	4	879793156
916	125	3	880843750
115	530	5	881172117
601	15	1	876347040
933	73	4	874854629
840	647	5	891205004
654	66	4	887864727
354	1119	4	891307114
374	393	4	880395973
622	111	4	882591014
92	554	2	875907180
326	674	3	879877433
883	886	3	892439422
880	1013	3	880167355
198	568	3	884208710
276	779	2	874977513
11	57	2	891904552
450	264	3	882370581
770	100	5	875971949
796	699	4	893188576
654	736	5	887864757
669	50	5	891517215
222	575	3	881060550
432	1047	5	889416118
586	431	3	884061343
407	449	2	876344772
840	203	5	891204627
280	690	2	891699964
643	174	4	891446652
733	285	4	879535299
279	550	4	880850073
885	300	4	885712224
379	339	3	883031585
13	451	1	882141872
807	510	5	892529401
393	842	4	889729212
291	80	4	875086354
936	952	4	886832966
592	432	1	882956321
655	742	3	888813272
158	24	4	880134261
514	659	3	875463245
181	930	1	878963275
537	1073	3	886031149
311	662	4	884365018
639	280	3	891240868
622	519	3	882591938
532	302	5	875441085
727	541	4	883712751
393	494	4	889727702
630	252	2	885667464
766	435	3	891309053
514	651	4	875462901
307	181	5	879283232
293	25	3	888904696
210	58	4	887730177
269	234	1	891449406
59	506	5	888205787
880	99	3	880241219
104	756	2	888465739
59	14	5	888203234
807	99	5	892529401
58	203	5	884305185
38	717	1	892433945
447	121	5	878855107
450	476	4	882469306
18	660	5	880130930
932	380	4	891250498
72	699	3	880036783
757	550	3	888445820
297	282	3	874954845
332	53	3	888360438
449	288	3	879959082
346	395	1	875264785
532	295	5	884594761
758	896	5	886658068
200	230	5	884128400
804	662	4	879442413
11	427	4	891904300
587	326	3	892871284
64	184	4	889739243
44	109	3	878346431
207	286	2	875504669
847	257	3	878775863
663	323	2	889492230
445	310	1	891199331
268	143	2	875310116
758	810	3	881980195
198	97	3	884207112
796	271	5	892874827
99	258	5	885678696
328	755	3	885048801
698	662	2	886367406
450	491	3	882373297
758	356	2	881977872
57	1	5	883698581
851	690	4	891961166
94	562	3	891721494
838	255	4	887063937
567	613	4	882426927
394	665	2	881130009
354	694	5	891217299
916	467	3	880844420
450	121	3	882395537
255	685	3	883216845
627	423	3	879530145
716	13	2	879793376
479	282	5	879460049
294	100	4	877819265
334	937	3	891544367
916	650	4	880844711
883	257	5	891914605
59	90	2	888206363
397	210	4	885349825
537	289	1	886029153
537	132	3	886031074
489	286	4	891366571
640	591	4	875732368
757	405	4	888444583
537	490	4	886031786
504	238	3	887912416
870	4	2	879270213
741	50	5	891018339
554	252	4	876232528
357	826	3	878951984
815	151	4	878692207
892	88	4	886609884
881	705	1	876537679
324	508	5	880575618
456	1017	4	881372574
363	426	2	891496927
344	173	5	884814697
406	404	5	884630554
253	747	3	891628501
378	692	4	880045580
312	855	5	891699538
474	218	4	887927588
293	160	4	888907036
318	8	4	884495616
94	750	4	891725501
758	197	3	881975687
48	523	5	879434689
194	208	3	879521329
591	367	3	891031403
387	463	4	886483526
455	52	3	879112011
749	62	3	878849052
908	663	3	879723022
305	550	3	886325023
343	69	5	876405735
405	350	1	885549903
881	393	4	876539091
